"","location","total_sqft","bath","price","bhk"
"5979","Sarjapur","2172","3","100","3"
"5980","Sarjapur","633","1","17.09","1"
"5981","Sarjapur","1500","5","95","3"
"5982","Sarjapur","1451","2","87","2"
"5983","Sarjapur","2400","3","140","4"
"5984","Sarjapur","1525","2","68","3"
"5985","Sarjapur","1095","2","45","2"
"5986","Sarjapur","1425","3","57","3"
"5987","Sarjapur  Road","2497","3","140","3"
"5988","Sarjapur  Road","1787","3","98.29","3"
"5989","Sarjapur  Road","1787","3","125","3"
"5990","Sarjapur  Road","984","2","44.28","2"
"5991","Sarjapur  Road","1035","2","49.2","2"
"5992","Sarjapur  Road","1863","3","104","4"
"5993","Sarjapur  Road","1000","2","67","2"
"5994","Sarjapur  Road","1346","2","74.03","2"
"5995","Sarjapur  Road","1195","2","70","2"
"5996","Sarjapur  Road","1550","3","100","3"
"5997","Sarjapur  Road","2100","3","125","3"
"5998","Sarjapur  Road","1210","2","58","2"
"5999","Sarjapur  Road","1691","3","113","3"
"6000","Sarjapur  Road","1278","2","95","2"
"6001","Sarjapur  Road","2238","3","140","3"
"6002","Sarjapur  Road","1800","3","110","3"
"6003","Sarjapur  Road","1115","2","50","2"
"6004","Sarjapur  Road","1346","2","61.92","2"
"6005","Sarjapur  Road","1984","4","146","3"
"6006","Sarjapur  Road","1035","2","45","2"
"6007","Sarjapur  Road","1128","2","59","2"
"6008","Sarjapur  Road","1495","2","64","3"
"6009","Sarjapur  Road","1700","3","110","3"
"6010","Sarjapur  Road","1157","2","75","3"
"6011","Sarjapur  Road","1282","2","72","2"
"6012","Sarjapur  Road","4111","4","310","4"
"6013","Sarjapur  Road","3900","4","300","4"
"6014","Sarjapur  Road","1300","2","60","2"
"6015","Sarjapur  Road","1000","2","40","2"
"6016","Sarjapur  Road","1050","2","62","2"
"6017","Sarjapur  Road","1700","3","135","3"
"6018","Sarjapur  Road","1691","3","119","3"
"6019","Sarjapur  Road","1846","3","140","3"
"6020","Sarjapur  Road","1200","3","95","3"
"6021","Sarjapur  Road","1929","4","103","3"
"6022","Sarjapur  Road","1155","2","58","2"
"6023","Sarjapur  Road","1819","3","100","3"
"6024","Sarjapur  Road","1845","4","110","3"
"6025","Sarjapur  Road","1233","2","77.65","2"
"6026","Sarjapur  Road","4395","4","242","4"
"6027","Sarjapur  Road","1220","3","56","3"
"6028","Sarjapur  Road","3750","6","290","4"
"6029","Sarjapur  Road","1428","2","66","3"
"6030","Sarjapur  Road","1680","3","112","3"
"6031","Sarjapur  Road","1255","2","92","2"
"6032","Sarjapur  Road","1220","3","58","3"
"6033","Sarjapur  Road","1311","2","78","2"
"6034","Sarjapur  Road","1220","3","56","3"
"6035","Sarjapur  Road","1157","2","75","3"
"6036","Sarjapur  Road","1145","2","75","2"
"6037","Sarjapur  Road","1300","2","70","3"
"6038","Sarjapur  Road","1390","2","62","2"
"6039","Sarjapur  Road","1725","3","90","3"
"6040","Sarjapur  Road","2180","3","170","3"
"6041","Sarjapur  Road","1084","2","55","2"
"6042","Sarjapur  Road","1220","3","62","3"
"6043","Sarjapur  Road","1750","3","110","3"
"6044","Sarjapur  Road","1888","4","95","3"
"6045","Sarjapur  Road","1300","3","60","3"
"6046","Sarjapur  Road","1200","3","70","3"
"6047","Sarjapur  Road","2600","3","200","3"
"6048","Sarjapur  Road","5965","5","385","5"
"6049","Sarjapur  Road","685","1","40","1"
"6050","Sarjapur  Road","915","2","38","2"
"6051","Sarjapur  Road","2720","5","210","3"
"6052","Sarjapur  Road","1241","2","82","2"
"6053","Sarjapur  Road","984","2","45.91","2"
"6054","Sarjapur  Road","1400","2","68","2"
"6055","Sarjapur  Road","3785","6","280","4"
"6056","Sarjapur  Road","835","1","46.95","1"
"6057","Sarjapur  Road","1280","2","76","2"
"6058","Sarjapur  Road","1145","2","49.5","2"
"6059","Sarjapur  Road","1470","3","62","3"
"6060","Sarjapur  Road","1263","2","78","2"
"6061","Sarjapur  Road","1691","3","98","3"
"6062","Sarjapur  Road","1308","2","83","2"
"6063","Sarjapur  Road","1592","3","91","3"
"6064","Sarjapur  Road","1016","2","45","2"
"6065","Sarjapur  Road","1150","2","77","2"
"6066","Sarjapur  Road","1965","3","120","3"
"6067","Sarjapur  Road","2275","4","180","3"
"6068","Sarjapur  Road","985","2","49","2"
"6069","Sarjapur  Road","1418","2","78","2"
"6070","Sarjapur  Road","1200","2","93","2"
"6071","Sarjapur  Road","1586","3","70","3"
"6072","Sarjapur  Road","1260","2","53","2"
"6073","Sarjapur  Road","1115","2","60","2"
"6074","Sarjapur  Road","1525","2","87","3"
"6075","Sarjapur  Road","1346","2","71.32","2"
"6076","Sarjapur  Road","3905","7","290","5"
"6077","Sarjapur  Road","915","2","37","2"
"6078","Sarjapur  Road","715","1","29","1"
"6079","Sarjapur  Road","1230","2","94.5","2"
"6080","Sarjapur  Road","1750","3","99","3"
"6081","Sarjapur  Road","1145","2","62","2"
"6082","Sarjapur  Road","1500","3","88","3"
"6083","Sarjapur  Road","1190","2","50","2"
"6084","Sarjapur  Road","1846","3","145","3"
"6085","Sarjapur  Road","1067","2","60","2"
"6086","Sarjapur  Road","3200","5","140","5"
"6087","Sarjapur  Road","1700","3","95","3"
"6088","Sarjapur  Road","1230","2","65","2"
"6089","Sarjapur  Road","1939","3","98","3"
"6090","Sarjapur  Road","3785","5","280","4"
"6091","Sarjapur  Road","2556","3","169","3"
"6092","Sarjapur  Road","1278","2","90","2"
"6093","Sarjapur  Road","984","2","45.91","2"
"6094","Sarjapur  Road","1305","2","99","2"
"6095","Sarjapur  Road","1755","3","122","3"
"6096","Sarjapur  Road","1120","2","50","2"
"6097","Sarjapur  Road","1700","3","93.5","3"
"6098","Sarjapur  Road","1403","3","56","3"
"6099","Sarjapur  Road","1060","2","55","2"
"6100","Sarjapur  Road","1455","2","98","3"
"6101","Sarjapur  Road","1850","3","140","3"
"6102","Sarjapur  Road","950","1","39.9","1"
"6103","Sarjapur  Road","1826","3","130","3"
"6104","Sarjapur  Road","1115","2","50","2"
"6105","Sarjapur  Road","1220","3","58","3"
"6106","Sarjapur  Road","1660","2","116","3"
"6107","Sarjapur  Road","1700","3","108","3"
"6108","Sarjapur  Road","1539","3","85","3"
"6109","Sarjapur  Road","1489","2","82","3"
"6110","Sarjapur  Road","1550","2","69.75","3"
"6111","Sarjapur  Road","1200","2","75","2"
"6112","Sarjapur  Road","1115","2","50","2"
"6113","Sarjapur  Road","1308","2","58.86","2"
"6114","Sarjapur  Road","920","2","40","2"
"6115","Sarjapur  Road","3044","3","183","3"
"6116","Sarjapur  Road","1163","2","62","3"
"6117","Sarjapur  Road","3004","4","158","3"
"6118","Sarjapur  Road","1877","4","150","3"
"6119","Sarjapur  Road","1115","2","50","2"
"6120","Sarjapur  Road","1229","2","70","2"
"6121","Sarjapur  Road","1342","2","70","2"
"6122","Sarjapur  Road","1711","3","110","3"
"6123","Sarjapur  Road","1484","2","65","3"
"6124","Sarjapur  Road","1115","2","50","2"
"6125","Sarjapur  Road","1220","3","57","3"
"6126","Sarjapur  Road","1050","2","63.5","2"
"6127","Sarjapur  Road","1350","2","102","2"
"6128","Sarjapur  Road","2990","4","240","4"
"6129","Sarjapur  Road","1035","2","49","2"
"6130","Sarjapur  Road","1457","3","85","3"
"6131","Sarjapur  Road","1685","3","135","3"
"6132","Sarjapur  Road","1350","2","68","2"
"6133","Sarjapur  Road","1200","3","70","3"
"6134","Sarjapur  Road","1157","2","53.99","3"
"6135","Sarjapur  Road","1700","3","79.9","3"
"6136","Sarjapur  Road","984","2","55","2"
"6137","Sarjapur  Road","1864","3","105","4"
"6138","Sarjapur  Road","1157","2","57.84","3"
"6139","Sarjapur  Road","1320","2","100","2"
"6140","Sarjapur  Road","1984","4","145","3"
"6141","Sarjapur  Road","1800","3","90","4"
"6142","Sarjapur  Road","7800","6","385","5"
"6143","Sarjapur  Road","1550","2","89","3"
"6144","Sarjapur  Road","2425","5","201","4"
"6145","Sarjapur  Road","1691","3","113","3"
"6146","Sarjapur  Road","2070","4","160","3"
"6147","Sarjapur  Road","1220","3","56","3"
"6148","Sarjapur  Road","1435","3","90","3"
"6149","Sarjapur  Road","1194","2","51","2"
"6150","Sarjapur  Road","1262","2","67","2"
"6151","Sarjapur  Road","1693","3","125","3"
"6152","Sarjapur  Road","1826","3","125","3"
"6153","Sarjapur  Road","1660","3","116","3"
"6154","Sarjapur  Road","1060","2","50","2"
"6155","Sarjapur  Road","1830","3","119","3"
"6156","Sarjapur  Road","984","2","45.91","2"
"6157","Sarjapur  Road","1929","4","101","3"
"6158","Sarjapur  Road","1525","2","65","3"
"6159","Sarjapur  Road","2900","4","240","4"
"6160","Sarjapur  Road","1059","2","68","2"
"6161","Sarjapur  Road","1577","3","65","3"
"6162","Sarjapur  Road","1157","2","74","3"
"6163","Sarjapur  Road","1700","3","118","3"
"6164","Sarjapur  Road","1691","3","120","3"
"6165","Sarjapur  Road","1929","3","103","3"
"6166","Sarjapur  Road","1308","2","75","2"
"6167","Sarjapur  Road","1580","3","125","3"
"6168","Sarjapur  Road","1797","4","95","3"
"6169","Sarjapur  Road","1763.25","3","98","3"
"6170","Sarjapur  Road","1826","3","130","3"
"6171","Sarjapur  Road","1550","2","98","3"
"6172","Sarjapur  Road","1145","2","49.5","2"
"6173","Sarjapur  Road","1450","2","75","3"
"6174","Sarjapur  Road","1819","3","100","3"
"6175","Sarjapur  Road","984","2","59","2"
"6176","Sarjapur  Road","1489","3","88","3"
"6177","Sarjapur  Road","702","1","52","1"
"6178","Sarjapur  Road","1242","2","75","2"
"6179","Sarjapur  Road","2275","4","185","3"
"6180","Sarjapur  Road","2100","3","135","3"
"6181","Sarjapur  Road","1700","3","93.5","3"
"6182","Sarjapur  Road","1862","4","110","3"
"6183","Sarjapur  Road","2275","4","175","3"
"6184","Sarjapur  Road","1787","3","116","3"
"6185","Sarjapur  Road","1691","3","93.01","3"
"6186","Sarjapur  Road","1028","2","56","2"
"6187","Sarjapur  Road","4395","4","242","4"
"6188","Sarjapur  Road","1181","2","65","3"
"6189","Sarjapur  Road","1691","3","100","3"
"6190","Sarjapur  Road","1026","2","60.55","2"
"6191","Sarjapur  Road","1350","2","85","2"
"6192","Sarjapur  Road","1157","2","72","3"
"6193","Sarjapur  Road","1019","2","62","2"
"6194","Sarjapur  Road","3418","3","235","4"
"6195","Sarjapur  Road","691","1","31.1","1"
"6196","Sarjapur  Road","994","2","45","2"
"6197","Sarjapur  Road","3913","5","176","4"
"6198","Sarjapur  Road","1130","2","55","2"
"6199","Sarjapur  Road","1881","3","145","3"
"6200","Sarjapur  Road","2275","4","182","3"
"6201","Sarjapur  Road","1525","2","65","3"
"6202","Sarjapur  Road","1346","2","67.38","2"
"6203","Sarjapur  Road","1881","3","145","3"
"6204","Sarjapur  Road","1045","2","42.15","2"
"6205","Sarjapur  Road","2880","3","211","4"
"6206","Sarjapur  Road","3418","2","222","4"
"6207","Sarjapur  Road","984","2","45.91","2"
"6208","Sarjapur  Road","675","1","27","1"
"6209","Sarjapur  Road","1346","2","74.03","2"
"6210","Sarjapur  Road","1691","3","119","3"
"6211","Sarjapur  Road","1335","2","95","2"
"6212","Sarjapur  Road","1525","2","63","3"
"6213","Sarjapur  Road","1680","3","126","3"
"6214","Sarjapur  Road","1222","2","68","3"
"6215","Sarjapur  Road","3420","4","225","4"
"6216","Sarjapur  Road","1510","2","110","3"
"6217","Sarjapur  Road","1242","2","78","2"
"6218","Sarjapur  Road","1665","3","74.93","3"
"6219","Sarjapur  Road","1129","2","69","2"
"6220","Sarjapur  Road","1850","3","140","3"
"6221","Sarjapur  Road","1113","2","44.5","2"
"6222","Sarjapur  Road","1879","3","155","3"
"6223","Sarjapur  Road","1157","2","75","3"
"6224","Sarjapur  Road","2425","5","175","4"
"6225","Sarjapur  Road","1323","2","74","2"
"6226","Sarjapur  Road","2289","3","178","3"
"6227","Sarjapur  Road","1505","2","60","3"
"6228","Sarjapur  Road","1314","2","70.44","3"
"6229","Sarjapur  Road","2100","3","130","3"
"6230","Sarjapur  Road","702","1","35.8","1"
"6231","Sarjapur  Road","1320","2","110","2"
"6232","Sarjapur  Road","1115","2","50","2"
"6233","Sarjapur  Road","1800","3","128","3"
"6234","Sarjapur  Road","2275","4","187","3"
"6235","Sarjapur  Road","1270","2","54","3"
"6236","Sarjapur  Road","1026","2","60.8","2"
"6237","Sarjapur  Road","1025","2","45.5","2"
"6238","Sarjapur  Road","1216","2","70","2"
"6239","Sarjapur  Road","1112","2","62","2"
"6240","Sarjapur  Road","1273","2","60","2"
"6241","Sarjapur  Road","1157","2","69","3"
"6242","Sarjapur  Road","1000","2","40","2"
"6243","Sarjapur  Road","1026","2","60.8","2"
"6244","Sarjapur  Road","1150","2","48.5","2"
"6245","Sarjapur  Road","1600","3","120","3"
"6246","Sarjapur  Road","1370","2","70","2"
"6247","Sarjapur  Road","1346","2","74.03","2"
"6248","Sarjapur  Road","475","1","26","1"
"6249","Sarjapur  Road","1197","2","56.86","2"
"6250","Sarjapur  Road","3040","4","135","4"
"6251","Sarjapur  Road","1660","2","116","3"
"6252","Sarjapur  Road","1194","2","57","2"
"6253","Sarjapur  Road","984","2","45.75","2"
"6254","Sarjapur  Road","1346","2","69.61","2"
"6255","Sarjapur  Road","2089","3","148","3"
"6256","Sarjapur  Road","1612","3","98.38","3"
"6257","Sarjapur  Road","1290","2","88","2"
"6258","Sarjapur  Road","1371","2","86","2"
"6259","Sarjapur  Road","2140","3","139","3"
"6260","Sarjapur  Road","1044","2","55","2"
"6261","Sarjapur  Road","1600","3","85","3"
"6262","Sarjapur  Road","2180","4","180","3"
"6263","Sarjapur  Road","1691","3","119","3"
"6264","Sarjapur  Road","2206","4","180","3"
"6265","Sarjapur  Road","1309","2","69.5","2"
"6266","Sarjapur  Road","1691","3","100","3"
"6267","Sarjapur  Road","1367","2","80","2"
"6268","Sarjapur  Road","1565","3","78","3"
"6269","Sarjapur  Road","4395","4","242","4"
"6270","Sarjapur  Road","1984","4","148","3"
"6271","Sarjapur  Road","1035","2","47","2"
"6272","Sarjapur  Road","1346","2","74.03","2"
"6273","Sarjapur  Road","1115","2","50","2"
"6274","Sarjapur  Road","1112","2","58","2"
"6275","Sarjapur  Road","1340","2","75","2"
"6276","Sarjapur  Road","3500","3","275","3"
"6277","Sarjapur  Road","1850","3","89","3"
"6278","Sarjapur  Road","1132","2","70","2"
"6279","Sarjapur  Road","1380","2","55","3"
"6280","Sarjapur  Road","2425","5","195","4"
"6281","Sarjapura - Attibele Road","1330","2","48","3"
"6282","Sarjapura - Attibele Road","1329","2","45.95","3"
"6283","Sarjapura - Attibele Road","829","2","22.8","2"
"6284","Sarjapura - Attibele Road","2400","3","85","3"
"6285","Sarjapura - Attibele Road","1033","2","28.41","2"
"6286","Sarjapura - Attibele Road","1676","3","52","3"
"6287","Sarjapura - Attibele Road","1800","3","90","3"
"6288","Sarjapura - Attibele Road","1308","2","37","2"
"6289","Sarjapura - Attibele Road","1073","2","31.77","2"
"6290","Sarjapura - Attibele Road","1330","2","49","3"
"6291","Sarjapura - Attibele Road","1090","2","37","2"
"6292","Sarjapura - Attibele Road","1126","2","36","2"
"6293","Sarjapura - Attibele Road","740","1","23.65","1"
"6294","Sarjapura - Attibele Road","1555","3","52","3"
"6295","Sector 2 HSR Layout","1296","2","75","2"
"6296","Sector 2 HSR Layout","794","1","60","1"
"6297","Sector 2 HSR Layout","1143","2","65","2"
"6298","Sector 2 HSR Layout","1665","3","110","3"
"6299","Sector 2 HSR Layout","1512","3","80","3"
"6300","Sector 2 HSR Layout","1332","2","101","2"
"6301","Sector 2 HSR Layout","1600","3","90","3"
"6302","Sector 2 HSR Layout","1231","2","66","2"
"6303","Sector 7 HSR Layout","3000","5","275","4"
"6304","Sector 7 HSR Layout","1163","2","98.86","2"
"6305","Sector 7 HSR Layout","1760","3","145","3"
"6306","Sector 7 HSR Layout","3900","3","300","3"
"6307","Sector 7 HSR Layout","1163","2","98.86","2"
"6308","Sector 7 HSR Layout","1342","2","115","2"
"6309","Sector 7 HSR Layout","1760","3","160","3"
"6310","Sector 7 HSR Layout","1760","3","142","3"
"6311","Sector 7 HSR Layout","2400","2","195","3"
"6312","Sector 7 HSR Layout","1760","3","185","3"
"6313","Sector 7 HSR Layout","1162","2","98.77","2"
"6314","Seegehalli","901","2","35.14","2"
"6315","Seegehalli","1150","2","42.9","3"
"6316","Seegehalli","800","1","50","2"
"6317","Seegehalli","1525","3","65","3"
"6318","Seegehalli","1118","2","37.5","2"
"6319","Seegehalli","1200","2","62","3"
"6320","Seegehalli","1155","2","72","2"
"6321","Seegehalli","1830","4","82","3"
"6322","Seegehalli","4000","3","235","3"
"6323","Seegehalli","3000","5","150","4"
"6324","Seegehalli","2800","4","140","4"
"6325","Seegehalli","1096","2","41","2"
"6326","Seegehalli","1420","2","46","3"
"6327","Seegehalli","920","2","27","2"
"6328","Seegehalli","1553","3","68","3"
"6329","Seegehalli","1639","3","120","3"
"6330","Seegehalli","3000","4","235","3"
"6331","Seegehalli","1134","2","45","2"
"6332","Seegehalli","1683","3","80","3"
"6333","Seegehalli","1176","2","50","2"
"6334","Seegehalli","3000","4","240","3"
"6335","Shampura","2650","4","150","4"
"6336","Shampura","1200","2","53","2"
"6337","Shampura","700","1","35","2"
"6338","Shampura","1400","3","70","3"
"6339","Shampura","1475","3","78","3"
"6340","Shampura","1700","3","75","3"
"6341","Shivaji Nagar","850","2","55","2"
"6342","Shivaji Nagar","1554","3","130","2"
"6343","Shivaji Nagar","3820","1","306","1"
"6344","Shivaji Nagar","703","2","49.5","2"
"6345","Shivaji Nagar","1460","2","90","3"
"6346","Shivaji Nagar","600","1","65","2"
"6347","Singasandra","1440","2","65","3"
"6348","Singasandra","1030","2","55","2"
"6349","Singasandra","3850","6","195","4"
"6350","Singasandra","1100","2","52","2"
"6351","Singasandra","1306","2","58","3"
"6352","Singasandra","1300","2","65","2"
"6353","Singasandra","3126","4","120","4"
"6354","Singasandra","1464","3","56","3"
"6355","Singasandra","1010","2","40","2"
"6356","Singasandra","1375","2","58","2"
"6357","Singasandra","1120","2","60","2"
"6358","Singasandra","1510","3","75","3"
"6359","Singasandra","1179","2","56","2"
"6360","Singasandra","1416","2","67","2"
"6361","Singasandra","1476","2","73","3"
"6362","Singasandra","1139.7","2","45","2"
"6363","Singasandra","1465","2","60","2"
"6364","Singasandra","1464","3","56","3"
"6365","Singasandra","1653","3","85","3"
"6366","Somasundara Palya","1255","2","67","2"
"6367","Somasundara Palya","1448","2","68","2"
"6368","Somasundara Palya","1570","3","68","3"
"6369","Somasundara Palya","1178","2","73","2"
"6370","Somasundara Palya","1260","2","60","2"
"6371","Somasundara Palya","1033","2","48","2"
"6372","Somasundara Palya","1329","2","70","2"
"6373","Somasundara Palya","2372","3","140","3"
"6374","Somasundara Palya","1185","2","70","2"
"6375","Somasundara Palya","1575","3","68","3"
"6376","Somasundara Palya","1600","3","68","3"
"6377","Somasundara Palya","1600","3","69","3"
"6378","Somasundara Palya","2400","3","140","4"
"6379","Somasundara Palya","1650","3","95","3"
"6380","Somasundara Palya","1186","2","72","2"
"6381","Somasundara Palya","1600","3","69","3"
"6382","Sompura","825","2","33","2"
"6383","Sompura","1025","2","37","3"
"6384","Sompura","1020","2","41","2"
"6385","Sompura","1126","2","39","2"
"6386","Sompura","825","2","32","2"
"6387","Sompura","1360","2","45","3"
"6388","Sompura","1350","2","47","3"
"6389","Sompura","2150","3","85","4"
"6390","Sonnenahalli","1415","2","55","3"
"6391","Sonnenahalli","896","2","43.75","2"
"6392","Sonnenahalli","1120","2","43","2"
"6393","Sonnenahalli","1100","2","44","2"
"6394","Sonnenahalli","1011","2","50.53","2"
"6395","Sonnenahalli","1484","3","74.18","3"
"6396","Sonnenahalli","1610","3","80.48","3"
"6397","Sonnenahalli","1415","2","65","3"
"6398","Sonnenahalli","1268","2","58","2"
"6399","Sonnenahalli","1268","2","56","2"
"6400","Sonnenahalli","605","1","30.24","1"
"6401","Sonnenahalli","1484","3","75","3"
"6402","Subramanyapura","929","2","50.17","2"
"6403","Subramanyapura","1200","2","52","2"
"6404","Subramanyapura","975","2","58","2"
"6405","Subramanyapura","1277","2","55","2"
"6406","Subramanyapura","985","2","58","2"
"6407","Subramanyapura","1245","2","68","3"
"6408","Subramanyapura","1313","2","73","2"
"6409","Subramanyapura","1313","2","66.5","2"
"6410","Subramanyapura","1255","2","79","3"
"6411","Subramanyapura","1330","3","72","3"
"6412","Subramanyapura","929","2","48","2"
"6413","Subramanyapura","950","2","55","2"
"6414","Subramanyapura","929","2","56","2"
"6415","Subramanyapura","1800","3","90","3"
"6416","Subramanyapura","1260","2","76","3"
"6417","Subramanyapura","1278","2","59","3"
"6418","Subramanyapura","960","2","55","2"
"6419","Subramanyapura","1260","2","73","3"
"6420","Subramanyapura","1278","3","62.71","3"
"6421","Subramanyapura","1278","3","70","3"
"6422","Subramanyapura","929","2","49","2"
"6423","Subramanyapura","1260","2","75","3"
"6424","Subramanyapura","1000","2","45","2"
